BARDID,Year,USCGadded,NumberDeaths,NumberInjured,MeetsInjuryThreshold,MeetsDamageThreshold,NumberVesselsInvolved,NumberVesselsLost,TotalDamage,Date,Time,State,Location,NameOfBodyOfWater,NearestCityTown,County,Clear,Cloudy,Fog,Rain,Snow,Hazy,WaterConditions,StrongCurrent,HazardousWaters,CongestedWaters,Wind,AirTemperature,WaterTemperature,DayNight,Visibility,DayofWeek,AccidentCause1,AccidentCause2,AccidentCause3,OtherAccidentCause,MachineryFailure,EquipmentFailure,AccidentEvent1,AccidentEvent2,AccidentEvent3,OtherAccidentEvent,RedactedNarrative,StateCaseID,Latitude,Longitude,CoordinatesConfidence
NV-2017-0005,2017,NA,0,0,0,-1,2,0,8500,4/22/2017 0:00:00,12/30/1899 19:40:00,NV,Aquarius Hotel Dock,Colorado River,Laughlin,Clark,-1,0,0,0,0,0,Unknown,NA,NA,NA,Light,75,64,0,Good,Saturday,Operator inexperience,Operator inattention,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"Self-Reported Accident
Vessel 1 was docked at Riverside Hotel.  Operator untied vessel from the dock and started to drift.  He turned the key and the boat didn''t start.  He thought he had a dead battery.  After drifting into a boat docked at Aquarius, Operator realized he failed to turn battery on.  Operator noted left side of his vessel sustained one 6x4 hole in fiberglass, numerous deep scratches, torn sun deck interior.",17-0066,NA,NA,NA
FL-2017-0374,2017,NA,0,1,0,-1,1,0,2000,6/23/2017 0:00:00,12/30/1899 6:39:00,FL,ICW MARKER 235,ICW,STUART,MARTIN,0,-1,0,0,0,0,Calm,NA,NA,NA,Moderate,71,78,-1,Fair,Friday,Missing/inadequate aids to navigation,NA,NA,NA,NA,NA,Collision with fixed object,Person ejected from vessel,NA,NA,"V1 WAS SOUTH ON THE ICW FROM DRYMARKER 233. AT MARKER 235 V1 STRUCK THE DRY MARKER 235, MARKER WAS DAMAGED PRIOR TO THIS CRASH AND WAS JUST UNDER THE WATER LINE (APRX 6 IN). V1 STARBOARD FORWARD STRUCK THE DRYMARKER EJECTING THE CAPTAIN (ONLY PERSON ON BOARD) KILL SWITCH STOPPED THE MOTOR AND CAPTAIN SWAM 30 YARDS TO REBOARD THE VESSEL. 

CAPTAIN HAD VERY MINOR INJURIES TO HIS LEFT THIGH FROM HTTING THE HELM. REUSED FIRE RESCUE. NO PFD WORN AT THE TIME OF CRASH. USCG NOTIFIED OF THE INCIDENT AND A WR BACK WAS PLACED AT THE SIGHT.",17-14650,NA,NA,NA
MN-2017-0079,2017,NA,1,0,0,0,1,0,0,9/20/2017 0:00:00,12/30/1899 16:50:00,MN,"in lake out from  Waltz Rd., Kabetogama, MN",Kabetogama,Kabetogama,St. Louis,0,-1,0,0,0,0,Unknown,N,N,N,Unknown,65,38,-1,Good,Wednesday,"People on gunwale, bow, or transom",Alcohol use,Sharp turn,NA,NA,NA,Falls overboard,NA,NA,NA,"A passenger was seated on a tackle box in the very front of the boat, which had very low sides. The boat was cruising in quickly to shore, when it ran over another boat's wake. The operator had the boat on plane and was attempting to turn the boat towards shore when they went over another wake. 

The passenger then fell overboard. The operator went back to rescue the passenger, who was unconscious. He was face down in the water for about 5 minutes until the operator could get his face out of the water. The operator started yelling for help and got the victim partially out of the water. 

A man at the resort (listed as witness) heard the calls for help, looked outside and saw the operator attempting to pull the victim out of the water. He ran to his boat and drove out to help. The witness saw that the victim was partly pulled on to the back of the boat, but it was starting to fill with water, so the witness pulled them back to a resort dock. CPR and other medical care was given for 45 minutes without success. Alcohol was a factor and life jackets were not being worn.
",17216314,48.47,-93.05,C
NY-2017-0018,2017,NA,0,0,0,-1,3,2,45500,6/2/2017 0:00:00,12/30/1899 19:17:00,NY,Krenzer Marine,SODUS BAY,Sodus,WAYNE,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,62,62,-1,Good,Friday,Ignition of fuel or vapor,NA,NA,NA,NA,NA,Fire/explosion (fuel),NA,NA,NA,Owner of vessel 1 was attempting to remove the water of fuel tanks using an electric pump.  When he removed the collection hose fuel spilled onto the hot pump causing it to ignite.  The fire quickly grew out of control destroying the boat and the boat next to it down wind.  A third boat across from the original boat also sustained damage from the heat.,2017019,NA,NA,NA
FL-2017-0071,2017,NA,0,1,-1,0,1,0,1000,2/13/2017 0:00:00,12/30/1899 15:20:00,FL,DOLLAR BAY,DOLLAR BAY,NAPLES,COLLIER,-1,0,0,0,0,0,Calm,NA,NA,NA,Moderate,74,71,-1,Good,Monday,Operator inexperience,NA,NA,NA,NA,NA,Grounding,Person ejected from vessel,NA,NA,"Vessel 1 was northbound in the intracoastal waterway of dollar bay and passing marker #66. For unknown reasons its operator lost control, causing the vessel to turn to the east until it grounded striking mangrove trees on the shoreline. The operator and sole occupant were ejected into the mangroves and suffered lacerations to the top of his head. The operator was wearing an approved ski vest at the time of the crash and was transported to naples community hospital for his injuries. The vessel was released to its owner. ;",17-00316,NA,NA,NA
CO-2017-0026,2017,NA,0,0,0,0,1,1,0,9/2/2017 0:00:00,12/30/1899 12:30:00,CO,Cebolla Basin,Blue Mesa Reservoir,Gunnison,Gunnison,-1,0,0,0,0,0,Calm,N,N,N,Light,NA,NA,-1,Good,Saturday,Force of wake/wave,Improper loading,NA,NA,NA,NA,Flooding/swamping,Capsizing,Person ejected from vessel,NA,"According to the vessel operator, the vessel was not moving when an unknown second vessel passed by causing a wake. The operator stated that, at the same time, he was netting a fish along the same side as the incoming wake. The operator stated that the two factors combined caused water to swamp the vessel and cause the vessel to capsize.",NP17159645,NA,NA,NA
FL-2017-0004,2017,NA,0,0,0,-1,1,0,2800,1/6/2017 0:00:00,12/30/1899 15:20:00,FL,10 MILES WEST OF HUDSON BEACH,GULF OF MEXICO,HUDSON,PASCO,0,-1,0,0,0,-1,Rough,NA,NA,NA,Moderate,75,63,-1,Fair,Friday,Weather,Hazardous waters,NA,NA,NA,NA,Flooding/swamping,NA,NA,NA,"Vessel 1 (V1) was occupied by the listed owner and occupant. V1 was at anchor at listed location. Occupants of V1 were engaged in recreational fishing activities. At one point, the listed occupant discovered the engine of V1 was halfway submerged. V1 was slowly taking on water. 

The listed owner pulled anchor and attempted to start the engine, but was unsuccessful. V1 became partially submerged (swamped). The listed owner contacted 911 and summoned emergency assistance. Both occupants were recovered by USCG personnel.",FWSW17OFF000264,NA,NA,NA
WI-2017-0035,2017,NA,0,1,-1,0,1,0,12,7/1/2017 0:00:00,12/30/1899 13:00:00,WI,NA,Johns Lake,Wautoma,Waushara,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,78,70,-1,Good,Saturday,Excessive speed,Operator inexperience,NA,NA,NA,NA,Grounding,Collision with fixed object,Fall in vessel,NA,"Owner was taking operator/victim for a ride. Operator was sitting between owner and handlebars. Owner started PWC and was attempting to put lanyard for kill switch around his left wrist at the same time looking behind him to make sure no other kids were around. At that time the operator (4yr old) hit the throttle sending the owner of the PWC off the back of it and into the water. The operator went out across the lake. The owner got on another PWC attempting to catch up to the operator, but was unsuccessful. The operator stopped about halfway across the lake, turned left and went full throttle again until he hit shore and launched into the air and struck the boathouse. When the owner of the PWC arrived the operator was still sitting on the PWC with the throttle still pulled all the way back. Owner pulled out lanyard to stop the PWC and grabbed the Operator to go get help. 

The PWC left the water and struck the boat house that was approximately 30-35 feet from shore. The first marks in the ground from the jetski were at approximately 24 feet from shore. The PWC went through a small dingy that was leaning up against the boat house where the Operator hit his head on a broken edge of the dingy causing a laceration to his head.",NA,NA,NA,NA
AK-2017-0017,2017,NA,0,1,-1,0,1,0,0,5/22/2017 0:00:00,12/30/1899 16:34:00,AK,10 miles south of Wrangell,Pat Creek,Wrangell,Wrangell City,0,0,-1,-1,0,0,Choppy,NA,NA,NA,Moderate,NA,NA,-1,Poor,Monday,Operator inexperience,Hazardous waters,NA,NA,NA,NA,Falls overboard,NA,NA,NA,"Working in the dark and rain late Sunday night, emergency personnel from Wrangell and Sitka's Coast Guard prepare to lift a 16-year-old  by helicopter. The area youth very nearly drowned after a paddleboarding accident at Pats Creek.
An area youth was seriously injured in a paddleboarding accident at Pats Creek late Sunday, and after being found by emergency medical technicians had to be airlifted out to safety.
He had been out on the water with two friends that evening. They were navigating Pats using paddleboards, similar to a surf board which the rider stands or sits on while using a paddle for direction.

Heavy rainfall over the weekend contributed to high, swift water conditions. At some point he fell into the water and was whisked downstream.",NA,NA,NA,NA
NC-2017-0035,2017,NA,0,1,-1,0,2,0,0,6/11/2017 0:00:00,12/30/1899 19:00:00,NC,At the mouth of Goose Creek,ICW,Bogue,Carteret,-1,0,0,0,0,0,Calm,NA,NA,NA,Moderate,80,78,-1,Good,Sunday,Alcohol use,Force of wake/wave,NA,NA,NA,NA,Fall in vessel,NA,NA,NA,"At approximately 19:00, on june 11, 2017, operator was operating a 23' 6” seminole sf236cc vessel and traveling west on the icw near the mouth of goose creek in carteret county.  Operator had 1 male passenger and 2 female passengers on board.  Conditions were calm and clear with a moderate breeze.  Vessel traffic was light.

Operator was traveling back to emerald isle boat ramp from shackleford banks when an oncoming 40' long sport fishing vessel passed him on his starboard side throwing a large wake in operator's direction. Operator slowed his vessel speed to about 15-20 mph and entered the wake at an approximate 45-degree angle.  Subject1 was seated on a larger cooler located immediately behind the leaning post of the vessel.  As operator's vessel entered the wake, she fell off the cooler and struck her head on the portside gunwale.  She reportedly had drank a large amount of alcohol that day and was either asleep or sitting with her eyes closed at the time operator's vessel entered the wake.  She does not remember what occurred at the time of the incident.

Operator continued to the emerald island boat ramp and on arrival had a bystander call emergency medical services as Subject1 was hurting and in a dazed/confused state and occasionally not responsive to or seemingly unaware of questions she was being asked. 
 
I was at the boat ramp when operator arrived and observed the activity around operator's vessel.  Upon approaching the vessel and assisting Subject1, i noticed all the vessel occupants including the operator had been drinking alcohol.  Upon further investigation, operator was arrested for bwi.  Subject1 was transported to the carteret health care emergency room and treated for concussion related symptoms.  She was released from treatment that night.

***********************end of report********************************
",902-001-061117,NA,NA,NA
WA-2017-0051,2017,NA,0,0,0,-1,2,0,22000,7/4/2017 0:00:00,12/30/1899 15:00:00,WA,Dock,Lake Merwin,Woodland,Clark,-1,0,0,0,0,0,Calm,N,N,N,Light,76,68,-1,Good,Tuesday,Starting in gear,Operator inexperience,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"Vessel #1 (V1) – 1997, 21’ North River Commander Open Motorboat w/1 Kodiak Marine Inboard Engine
Vessel #2 (V2) – 2016, 25’ Alumaweld Columbia Open Motorboat w/2 Mercury Inboard Engines

On 07/04/2017, at about 03:00 p.m. these two vessels were on Lake Merwin, in the dock area, located near Woodland, WA in Clark county.  

According to the Operator of V1, he was launching his vessel from the dock.  The boat’s throttle was in the reverse position when it was started causing the boat to accelerate away from the dock, in reverse, striking a vessel being pulled from the water (V2).  V1 sustained no damage from the collision.

The Operator of V2 reported that he was uploading his boat from this location when it was hit by an “out of control, in reverse” power driven boat (V1).  V1 struck V2 on its aft starboard side deflecting off the transom and dual motors.  V2 damage is estimated at $22,000.  The Operator of V2, ended up leaving his vessel on the trailer.  

0 Injuries / 0 Fatalities
No apparent Alcohol Involvement
V1 – No Vessel damage reported / V2 – Vessel damage estimated at $22,000
Neither Operator was wearing a PFD
Both Operators had an Oregon Issued Boater Education Card
",NA,NA,NA,NA
